===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
1020,,1020,2022-01-24 23:59:00,1834.78,1835.145,1834.24,1834.535,0.0,-1.0,MyStrategy,1020,738179.9993055556,Broker,1020,10000.0,10000.0,BuySell,1020,,,Trades - Net Profit/Loss,1020,,
1021,,1021,2022-01-25 00:00:00,1834.535,1834.78,1834.245,1834.34,0.0,-1.0,MyStrategy,1021,738180.0,Broker,1021,10000.0,10000.0,BuySell,1021,,,Trades - Net Profit/Loss,1021,,
1022,,1022,2022-01-25 00:01:00,1834.34,1834.81,1834.11,1834.565,0.0,-1.0,MyStrategy,1022,738180.0006944444,Broker,1022,10000.0,10000.0,BuySell,1022,,,Trades - Net Profit/Loss,1022,,
1023,,1023,2022-01-25 00:02:00,1834.565,1835.11,1834.505,1834.98,0.0,-1.0,MyStrategy,1023,738180.0013888889,Broker,1023,10000.0,10000.0,BuySell,1023,,,Trades - Net Profit/Loss,1023,,
1024,,1024,2022-01-25 00:03:00,1834.98,1835.435,1834.36,1834.405,0.0,-1.0,MyStrategy,1024,738180.0020833333,Broker,1024,10000.0,10000.0,BuySell,1024,,,Trades - Net Profit/Loss,1024,,
1025,,1025,2022-01-25 00:04:00,1834.405,1834.65,1833.44,1833.835,0.0,-1.0,MyStrategy,1025,738180.0027777777,Broker,1025,10000.0,10000.0,BuySell,1025,,,Trades - Net Profit/Loss,1025,,
1026,,1026,2022-01-25 00:05:00,1833.835,1834.485,1833.83,1833.995,0.0,-1.0,MyStrategy,1026,738180.0034722222,Broker,1026,10000.0,10000.0,BuySell,1026,,,Trades - Net Profit/Loss,1026,,
1027,,1027,2022-01-25 00:06:00,1833.995,1834.4,1833.82,1834.33,0.0,-1.0,MyStrategy,1027,738180.0041666667,Broker,1027,10000.0,10000.0,BuySell,1027,,,Trades - Net Profit/Loss,1027,,
1028,,1028,2022-01-25 00:07:00,1834.33,1835.065,1834.3,1835.035,0.0,-1.0,MyStrategy,1028,738180.004861111,Broker,1028,10000.0,10000.0,BuySell,1028,,,Trades - Net Profit/Loss,1028,,
1029,,1029,2022-01-25 00:08:00,1835.035,1835.29,1834.58,1835.17,0.0,-1.0,MyStrategy,1029,738180.0055555556,Broker,1029,10000.0,10000.0,BuySell,1029,,,Trades - Net Profit/Loss,1029,,
1030,,1030,2022-01-25 00:09:00,1835.17,1835.19,1834.855,1835.03,0.0,-1.0,MyStrategy,1030,738180.00625,Broker,1030,10000.0,10000.0,BuySell,1030,,,Trades - Net Profit/Loss,1030,,
1031,,1031,2022-01-25 00:10:00,1835.03,1835.155,1834.66,1834.885,0.0,-1.0,MyStrategy,1031,738180.0069444445,Broker,1031,10000.0,10000.0,BuySell,1031,,,Trades - Net Profit/Loss,1031,,
1032,,1032,2022-01-25 00:11:00,1834.885,1835.315,1834.805,1835.29,0.0,-1.0,MyStrategy,1032,738180.0076388889,Broker,1032,10000.0,10000.0,BuySell,1032,,,Trades - Net Profit/Loss,1032,,
1033,,1033,2022-01-25 00:12:00,1835.29,1835.29,1834.645,1834.69,0.0,-1.0,MyStrategy,1033,738180.0083333333,Broker,1033,10000.0,10000.0,BuySell,1033,,,Trades - Net Profit/Loss,1033,,
1034,,1034,2022-01-25 00:13:00,1834.69,1834.75,1834.46,1834.505,0.0,-1.0,MyStrategy,1034,738180.0090277778,Broker,1034,10000.0,10000.0,BuySell,1034,,,Trades - Net Profit/Loss,1034,,
1035,,1035,2022-01-25 00:14:00,1834.505,1834.6,1834.215,1834.27,0.0,-1.0,MyStrategy,1035,738180.0097222222,Broker,1035,10000.0,10000.0,BuySell,1035,,,Trades - Net Profit/Loss,1035,,
1036,,1036,2022-01-25 00:15:00,1834.27,1834.33,1833.695,1834.14,0.0,-1.0,MyStrategy,1036,738180.0104166666,Broker,1036,10000.0,10000.0,BuySell,1036,,,Trades - Net Profit/Loss,1036,,
1037,,1037,2022-01-25 00:16:00,1834.14,1834.4,1833.955,1833.965,0.0,-1.0,MyStrategy,1037,738180.0111111111,Broker,1037,10000.0,10000.0,BuySell,1037,,,Trades - Net Profit/Loss,1037,,
1038,,1038,2022-01-25 00:17:00,1833.965,1834.125,1833.59,1833.675,0.0,-1.0,MyStrategy,1038,738180.0118055556,Broker,1038,10000.0,10000.0,BuySell,1038,,,Trades - Net Profit/Loss,1038,,
1039,,1039,2022-01-25 00:18:00,1833.675,1834.12,1833.605,1834.085,0.0,-1.0,MyStrategy,1039,738180.0125,Broker,1039,10000.0,10000.0,BuySell,1039,,,Trades - Net Profit/Loss,1039,,
1040,,1040,2022-01-25 00:19:00,1834.085,1834.155,1833.67,1833.79,0.0,-1.0,MyStrategy,1040,738180.0131944445,Broker,1040,10000.0,10000.0,BuySell,1040,,,Trades - Net Profit/Loss,1040,,
1041,,1041,2022-01-25 00:20:00,1833.79,1833.805,1833.58,1833.59,0.0,-1.0,MyStrategy,1041,738180.0138888889,Broker,1041,10000.0,10000.0,BuySell,1041,,,Trades - Net Profit/Loss,1041,,
1042,,1042,2022-01-25 00:21:00,1833.59,1834.065,1833.49,1833.995,0.0,-1.0,MyStrategy,1042,738180.0145833333,Broker,1042,10000.0,10000.0,BuySell,1042,,,Trades - Net Profit/Loss,1042,,
1043,,1043,2022-01-25 00:22:00,1833.995,1833.995,1833.535,1833.705,0.0,-1.0,MyStrategy,1043,738180.0152777778,Broker,1043,10000.0,10000.0,BuySell,1043,,,Trades - Net Profit/Loss,1043,,
1044,,1044,2022-01-25 00:23:00,1833.705,1834.135,1833.5,1834.11,0.0,-1.0,MyStrategy,1044,738180.0159722222,Broker,1044,10000.0,10000.0,BuySell,1044,,,Trades - Net Profit/Loss,1044,,
1045,,1045,2022-01-25 00:24:00,1834.11,1834.235,1833.855,1834.17,0.0,-1.0,MyStrategy,1045,738180.0166666667,Broker,1045,10000.0,10000.0,BuySell,1045,,,Trades - Net Profit/Loss,1045,,
1046,,1046,2022-01-25 00:25:00,1834.17,1834.21,1833.56,1833.6,0.0,-1.0,MyStrategy,1046,738180.0173611111,Broker,1046,10000.0,10000.0,BuySell,1046,,,Trades - Net Profit/Loss,1046,,
1047,,1047,2022-01-25 00:26:00,1833.6,1833.695,1833.44,1833.565,0.0,-1.0,MyStrategy,1047,738180.0180555555,Broker,1047,10000.0,10000.0,BuySell,1047,,,Trades - Net Profit/Loss,1047,,
1048,,1048,2022-01-25 00:27:00,1833.565,1833.875,1833.485,1833.75,0.0,-1.0,MyStrategy,1048,738180.01875,Broker,1048,10000.0,10000.0,BuySell,1048,,,Trades - Net Profit/Loss,1048,,
1049,,1049,2022-01-25 00:28:00,1833.75,1833.89,1833.65,1833.675,0.0,-1.0,MyStrategy,1049,738180.0194444444,Broker,1049,10000.0,10000.0,BuySell,1049,,,Trades - Net Profit/Loss,1049,,
1050,,1050,2022-01-25 00:29:00,1833.675,1833.95,1833.675,1833.845,0.0,-1.0,MyStrategy,1050,738180.0201388889,Broker,1050,10000.0,10000.0,BuySell,1050,,,Trades - Net Profit/Loss,1050,,
1051,,1051,2022-01-25 00:30:00,1833.845,1834.235,1833.67,1834.21,0.0,-1.0,MyStrategy,1051,738180.0208333334,Broker,1051,10000.0,10000.0,BuySell,1051,,,Trades - Net Profit/Loss,1051,,
1052,,1052,2022-01-25 00:31:00,1834.21,1834.215,1833.725,1833.975,0.0,-1.0,MyStrategy,1052,738180.0215277778,Broker,1052,10000.0,10000.0,BuySell,1052,,,Trades - Net Profit/Loss,1052,,
1053,,1053,2022-01-25 00:32:00,1833.975,1833.99,1833.545,1833.575,0.0,-1.0,MyStrategy,1053,738180.0222222222,Broker,1053,10000.0,10000.0,BuySell,1053,,,Trades - Net Profit/Loss,1053,,
1054,,1054,2022-01-25 00:33:00,1833.575,1833.815,1833.475,1833.625,0.0,-1.0,MyStrategy,1054,738180.0229166667,Broker,1054,10000.0,10000.0,BuySell,1054,,,Trades - Net Profit/Loss,1054,,
1055,,1055,2022-01-25 00:34:00,1833.625,1833.875,1833.625,1833.755,0.0,-1.0,MyStrategy,1055,738180.0236111111,Broker,1055,10000.0,10000.0,BuySell,1055,,,Trades - Net Profit/Loss,1055,,
1056,,1056,2022-01-25 00:35:00,1833.755,1833.8,1833.385,1833.39,0.0,-1.0,MyStrategy,1056,738180.0243055555,Broker,1056,10000.0,10000.0,BuySell,1056,,,Trades - Net Profit/Loss,1056,,
1057,,1057,2022-01-25 00:36:00,1833.39,1833.795,1833.375,1833.62,0.0,-1.0,MyStrategy,1057,738180.025,Broker,1057,10000.0,10000.0,BuySell,1057,,,Trades - Net Profit/Loss,1057,,
1058,,1058,2022-01-25 00:37:00,1833.62,1833.86,1833.57,1833.605,0.0,-1.0,MyStrategy,1058,738180.0256944444,Broker,1058,10000.0,10000.0,BuySell,1058,,,Trades - Net Profit/Loss,1058,,
1059,,1059,2022-01-25 00:38:00,1833.605,1833.84,1833.17,1833.365,0.0,-1.0,MyStrategy,1059,738180.026388889,Broker,1059,10000.0,10000.0,BuySell,1059,,,Trades - Net Profit/Loss,1059,,
1060,,1060,2022-01-25 00:39:00,1833.365,1833.6,1833.29,1833.56,0.0,-1.0,MyStrategy,1060,738180.0270833333,Broker,1060,10000.0,10000.0,BuySell,1060,,,Trades - Net Profit/Loss,1060,,
1061,,1061,2022-01-25 00:40:00,1833.56,1833.82,1833.35,1833.505,0.0,-1.0,MyStrategy,1061,738180.0277777778,Broker,1061,10000.0,10000.0,BuySell,1061,,,Trades - Net Profit/Loss,1061,,
1062,,1062,2022-01-25 00:41:00,1833.505,1833.53,1832.65,1832.705,0.0,-1.0,MyStrategy,1062,738180.0284722223,Broker,1062,10000.0,10000.0,BuySell,1062,,,Trades - Net Profit/Loss,1062,,
1063,,1063,2022-01-25 00:42:00,1832.705,1833.325,1832.695,1833.315,0.0,-1.0,MyStrategy,1063,738180.0291666667,Broker,1063,10000.0,10000.0,BuySell,1063,,,Trades - Net Profit/Loss,1063,,
1064,,1064,2022-01-25 00:43:00,1833.315,1833.935,1833.27,1833.915,0.0,-1.0,MyStrategy,1064,738180.0298611111,Broker,1064,10000.0,10000.0,BuySell,1064,,,Trades - Net Profit/Loss,1064,,
1065,,1065,2022-01-25 00:44:00,1833.915,1834.115,1833.26,1833.405,0.0,-1.0,MyStrategy,1065,738180.0305555556,Broker,1065,10000.0,10000.0,BuySell,1065,,,Trades - Net Profit/Loss,1065,,
1066,,1066,2022-01-25 00:45:00,1833.405,1833.935,1833.24,1833.84,0.0,-1.0,MyStrategy,1066,738180.03125,Broker,1066,10000.0,10000.0,BuySell,1066,,,Trades - Net Profit/Loss,1066,,
1067,,1067,2022-01-25 00:46:00,1833.84,1834.065,1833.71,1833.905,0.0,-1.0,MyStrategy,1067,738180.0319444444,Broker,1067,10000.0,10000.0,BuySell,1067,,,Trades - Net Profit/Loss,1067,,
1068,,1068,2022-01-25 00:47:00,1833.905,1833.915,1833.595,1833.605,0.0,-1.0,MyStrategy,1068,738180.0326388889,Broker,1068,10000.0,10000.0,BuySell,1068,,,Trades - Net Profit/Loss,1068,,
1069,,1069,2022-01-25 00:48:00,1833.605,1833.94,1833.55,1833.66,0.0,-1.0,MyStrategy,1069,738180.0333333333,Broker,1069,10000.0,10000.0,BuySell,1069,,,Trades - Net Profit/Loss,1069,,
1070,,1070,2022-01-25 00:49:00,1833.66,1833.67,1833.155,1833.235,0.0,-1.0,MyStrategy,1070,738180.0340277777,Broker,1070,10000.0,10000.0,BuySell,1070,,,Trades - Net Profit/Loss,1070,,
1071,,1071,2022-01-25 00:50:00,1833.235,1833.94,1833.17,1833.885,0.0,-1.0,MyStrategy,1071,738180.0347222222,Broker,1071,10000.0,10000.0,BuySell,1071,,,Trades - Net Profit/Loss,1071,,
1072,,1072,2022-01-25 00:51:00,1833.885,1834.015,1833.55,1833.595,0.0,-1.0,MyStrategy,1072,738180.0354166667,Broker,1072,10000.0,10000.0,BuySell,1072,,,Trades - Net Profit/Loss,1072,,
1073,,1073,2022-01-25 00:52:00,1833.595,1834.575,1833.55,1834.48,0.0,-1.0,MyStrategy,1073,738180.036111111,Broker,1073,10000.0,10000.0,BuySell,1073,,,Trades - Net Profit/Loss,1073,,
1074,,1074,2022-01-25 00:53:00,1834.48,1834.71,1834.115,1834.53,0.0,-1.0,MyStrategy,1074,738180.0368055556,Broker,1074,10000.0,10000.0,BuySell,1074,,,Trades - Net Profit/Loss,1074,,
1075,,1075,2022-01-25 00:54:00,1834.53,1834.65,1834.325,1834.575,0.0,-1.0,MyStrategy,1075,738180.0375,Broker,1075,10000.0,10000.0,BuySell,1075,,,Trades - Net Profit/Loss,1075,,
1076,,1076,2022-01-25 00:55:00,1834.575,1834.765,1834.48,1834.645,0.0,-1.0,MyStrategy,1076,738180.0381944445,Broker,1076,10000.0,10000.0,BuySell,1076,,,Trades - Net Profit/Loss,1076,,
1077,,1077,2022-01-25 00:56:00,1834.645,1834.875,1834.555,1834.785,0.0,-1.0,MyStrategy,1077,738180.0388888889,Broker,1077,10000.0,10000.0,BuySell,1077,,,Trades - Net Profit/Loss,1077,,
1078,,1078,2022-01-25 00:57:00,1834.785,1835.075,1834.61,1835.005,0.0,-1.0,MyStrategy,1078,738180.0395833333,Broker,1078,10000.0,10000.0,BuySell,1078,,,Trades - Net Profit/Loss,1078,,
1079,,1079,2022-01-25 00:58:00,1835.005,1835.14,1834.65,1834.96,0.0,-1.0,MyStrategy,1079,738180.0402777778,Broker,1079,10000.0,10000.0,BuySell,1079,,,Trades - Net Profit/Loss,1079,,
1080,,1080,2022-01-25 00:59:00,1834.96,1835.06,1834.85,1835.04,0.0,-1.0,MyStrategy,1080,738180.0409722222,Broker,1080,10000.0,10000.0,BuySell,1080,,,Trades - Net Profit/Loss,1080,,
1081,,1081,2022-01-25 01:00:00,1835.04,1835.355,1834.85,1834.85,0.0,-1.0,MyStrategy,1081,738180.0416666666,Broker,1081,10000.0,10000.0,BuySell,1081,,,Trades - Net Profit/Loss,1081,,
1082,,1082,2022-01-25 01:01:00,1834.85,1834.875,1834.57,1834.655,0.0,-1.0,MyStrategy,1082,738180.0423611111,Broker,1082,10000.0,10000.0,BuySell,1082,,,Trades - Net Profit/Loss,1082,,
1083,,1083,2022-01-25 01:02:00,1834.655,1834.9,1834.535,1834.9,0.0,-1.0,MyStrategy,1083,738180.0430555556,Broker,1083,10000.0,10000.0,BuySell,1083,,,Trades - Net Profit/Loss,1083,,
1084,,1084,2022-01-25 01:03:00,1834.9,1834.96,1834.5,1834.92,0.0,-1.0,MyStrategy,1084,738180.04375,Broker,1084,10000.0,10000.0,BuySell,1084,,,Trades - Net Profit/Loss,1084,,
1085,,1085,2022-01-25 01:04:00,1834.92,1835.05,1834.845,1834.995,0.0,-1.0,MyStrategy,1085,738180.0444444445,Broker,1085,10000.0,10000.0,BuySell,1085,,,Trades - Net Profit/Loss,1085,,
1086,,1086,2022-01-25 01:05:00,1834.995,1835.77,1834.99,1835.25,0.0,-1.0,MyStrategy,1086,738180.0451388889,Broker,1086,10000.0,10000.0,BuySell,1086,,,Trades - Net Profit/Loss,1086,,
1087,,1087,2022-01-25 01:06:00,1835.25,1835.85,1835.105,1835.85,0.0,-1.0,MyStrategy,1087,738180.0458333333,Broker,1087,10000.0,10000.0,BuySell,1087,,,Trades - Net Profit/Loss,1087,,
1088,,1088,2022-01-25 01:07:00,1835.85,1836.365,1835.61,1835.78,0.0,-1.0,MyStrategy,1088,738180.0465277778,Broker,1088,10000.0,10000.0,BuySell,1088,,,Trades - Net Profit/Loss,1088,,
1089,,1089,2022-01-25 01:08:00,1835.78,1835.78,1835.065,1835.23,0.0,-1.0,MyStrategy,1089,738180.0472222222,Broker,1089,10000.0,10000.0,BuySell,1089,,,Trades - Net Profit/Loss,1089,,
1090,,1090,2022-01-25 01:09:00,1835.23,1835.375,1834.825,1834.835,0.0,-1.0,MyStrategy,1090,738180.0479166667,Broker,1090,10000.0,10000.0,BuySell,1090,,,Trades - Net Profit/Loss,1090,,
1091,,1091,2022-01-25 01:10:00,1834.835,1834.92,1834.115,1834.14,0.0,-1.0,MyStrategy,1091,738180.0486111111,Broker,1091,10000.0,10000.0,BuySell,1091,,,Trades - Net Profit/Loss,1091,,
1092,,1092,2022-01-25 01:11:00,1834.14,1834.33,1834.01,1834.31,0.0,-1.0,MyStrategy,1092,738180.0493055555,Broker,1092,10000.0,10000.0,BuySell,1092,,,Trades - Net Profit/Loss,1092,,
1093,,1093,2022-01-25 01:12:00,1834.31,1834.32,1833.735,1833.865,0.0,-1.0,MyStrategy,1093,738180.05,Broker,1093,10000.0,10000.0,BuySell,1093,,,Trades - Net Profit/Loss,1093,,
1094,,1094,2022-01-25 01:13:00,1833.865,1833.88,1833.49,1833.78,0.0,-1.0,MyStrategy,1094,738180.0506944444,Broker,1094,10000.0,10000.0,BuySell,1094,,,Trades - Net Profit/Loss,1094,,
1095,,1095,2022-01-25 01:14:00,1833.78,1834.455,1833.775,1834.36,0.0,-1.0,MyStrategy,1095,738180.0513888889,Broker,1095,10000.0,10000.0,BuySell,1095,,,Trades - Net Profit/Loss,1095,,
1096,,1096,2022-01-25 01:15:00,1834.36,1834.845,1834.325,1834.74,0.0,-1.0,MyStrategy,1096,738180.0520833334,Broker,1096,10000.0,10000.0,BuySell,1096,,,Trades - Net Profit/Loss,1096,,
1097,,1097,2022-01-25 01:16:00,1834.74,1834.99,1834.55,1834.925,0.0,-1.0,MyStrategy,1097,738180.0527777778,Broker,1097,10000.0,10000.0,BuySell,1097,,,Trades - Net Profit/Loss,1097,,
1098,,1098,2022-01-25 01:17:00,1834.925,1835.22,1834.815,1835.065,0.0,-1.0,MyStrategy,1098,738180.0534722222,Broker,1098,10000.0,10000.0,BuySell,1098,,,Trades - Net Profit/Loss,1098,,
1099,,1099,2022-01-25 01:18:00,1835.065,1835.485,1835.0,1835.0,0.0,-1.0,MyStrategy,1099,738180.0541666667,Broker,1099,10000.0,10000.0,BuySell,1099,,,Trades - Net Profit/Loss,1099,,
1100,,1100,2022-01-25 01:19:00,1835.0,1835.415,1835.0,1835.23,0.0,-1.0,MyStrategy,1100,738180.0548611111,Broker,1100,10000.0,10000.0,BuySell,1100,,,Trades - Net Profit/Loss,1100,,
1101,,1101,2022-01-25 01:20:00,1835.23,1835.41,1834.415,1834.455,0.0,-1.0,MyStrategy,1101,738180.0555555555,Broker,1101,10000.0,10000.0,BuySell,1101,,,Trades - Net Profit/Loss,1101,,
1102,,1102,2022-01-25 01:21:00,1834.455,1834.905,1834.45,1834.9,0.0,-1.0,MyStrategy,1102,738180.05625,Broker,1102,10000.0,10000.0,BuySell,1102,,,Trades - Net Profit/Loss,1102,,
1103,,1103,2022-01-25 01:22:00,1834.9,1835.725,1834.89,1835.655,0.0,-1.0,MyStrategy,1103,738180.0569444444,Broker,1103,10000.0,10000.0,BuySell,1103,,,Trades - Net Profit/Loss,1103,,
1104,,1104,2022-01-25 01:23:00,1835.655,1836.18,1835.41,1836.12,0.0,-1.0,MyStrategy,1104,738180.057638889,Broker,1104,10000.0,10000.0,BuySell,1104,,,Trades - Net Profit/Loss,1104,,
1105,,1105,2022-01-25 01:24:00,1836.12,1836.385,1835.785,1836.385,0.0,-1.0,MyStrategy,1105,738180.0583333333,Broker,1105,10000.0,10000.0,BuySell,1105,,,Trades - Net Profit/Loss,1105,,
1106,,1106,2022-01-25 01:25:00,1836.385,1836.47,1835.64,1835.95,0.0,-1.0,MyStrategy,1106,738180.0590277778,Broker,1106,10000.0,10000.0,BuySell,1106,,,Trades - Net Profit/Loss,1106,,
1107,,1107,2022-01-25 01:26:00,1835.95,1836.135,1835.62,1835.63,0.0,-1.0,MyStrategy,1107,738180.0597222223,Broker,1107,10000.0,10000.0,BuySell,1107,,,Trades - Net Profit/Loss,1107,,
1108,,1108,2022-01-25 01:27:00,1835.63,1835.86,1835.535,1835.85,0.0,-1.0,MyStrategy,1108,738180.0604166667,Broker,1108,10000.0,10000.0,BuySell,1108,,,Trades - Net Profit/Loss,1108,,
1109,,1109,2022-01-25 01:28:00,1835.85,1835.87,1835.245,1835.49,0.0,-1.0,MyStrategy,1109,738180.0611111111,Broker,1109,10000.0,10000.0,BuySell,1109,,,Trades - Net Profit/Loss,1109,,
1110,,1110,2022-01-25 01:29:00,1835.49,1835.93,1835.45,1835.835,0.0,-1.0,MyStrategy,1110,738180.0618055556,Broker,1110,10000.0,10000.0,BuySell,1110,,,Trades - Net Profit/Loss,1110,,
1111,,1111,2022-01-25 01:30:00,1835.835,1835.87,1835.58,1835.69,0.0,-1.0,MyStrategy,1111,738180.0625,Broker,1111,10000.0,10000.0,BuySell,1111,,,Trades - Net Profit/Loss,1111,,
1112,,1112,2022-01-25 01:31:00,1835.69,1836.055,1835.675,1835.895,0.0,-1.0,MyStrategy,1112,738180.0631944444,Broker,1112,10000.0,10000.0,BuySell,1112,,,Trades - Net Profit/Loss,1112,,
1113,,1113,2022-01-25 01:32:00,1835.895,1836.155,1835.75,1836.05,0.0,-1.0,MyStrategy,1113,738180.0638888889,Broker,1113,10000.0,10000.0,BuySell,1113,,,Trades - Net Profit/Loss,1113,,
1114,,1114,2022-01-25 01:33:00,1836.05,1836.635,1835.975,1836.595,0.0,-1.0,MyStrategy,1114,738180.0645833333,Broker,1114,10000.0,10000.0,BuySell,1114,,,Trades - Net Profit/Loss,1114,,
1115,,1115,2022-01-25 01:34:00,1836.595,1836.905,1836.245,1836.295,0.0,-1.0,MyStrategy,1115,738180.0652777777,Broker,1115,10000.0,10000.0,BuySell,1115,,,Trades - Net Profit/Loss,1115,,
1116,,1116,2022-01-25 01:35:00,1836.295,1836.345,1835.73,1835.845,0.0,-1.0,MyStrategy,1116,738180.0659722222,Broker,1116,10000.0,10000.0,BuySell,1116,,,Trades - Net Profit/Loss,1116,,
1117,,1117,2022-01-25 01:36:00,1835.845,1835.87,1835.02,1835.125,0.0,-1.0,MyStrategy,1117,738180.0666666667,Broker,1117,10000.0,10000.0,BuySell,1117,,,Trades - Net Profit/Loss,1117,,
1118,,1118,2022-01-25 01:37:00,1835.125,1835.175,1834.915,1835.17,0.0,-1.0,MyStrategy,1118,738180.067361111,Broker,1118,10000.0,10000.0,BuySell,1118,,,Trades - Net Profit/Loss,1118,,
1119,,1119,2022-01-25 01:38:00,1835.17,1835.695,1834.845,1835.54,0.0,-1.0,MyStrategy,1119,738180.0680555556,Broker,1119,10000.0,10000.0,BuySell,1119,,,Trades - Net Profit/Loss,1119,,
1120,,1120,2022-01-25 01:39:00,1835.54,1835.55,1834.865,1835.145,0.0,-1.0,MyStrategy,1120,738180.06875,Broker,1120,10000.0,10000.0,BuySell,1120,,,Trades - Net Profit/Loss,1120,,
1121,,1121,2022-01-25 01:40:00,1835.145,1835.165,1834.965,1835.015,0.0,-1.0,MyStrategy,1121,738180.0694444445,Broker,1121,10000.0,10000.0,BuySell,1121,,,Trades - Net Profit/Loss,1121,,
1122,,1122,2022-01-25 01:41:00,1835.015,1835.41,1834.745,1835.38,0.0,-1.0,MyStrategy,1122,738180.0701388889,Broker,1122,10000.0,10000.0,BuySell,1122,,,Trades - Net Profit/Loss,1122,,
1123,,1123,2022-01-25 01:42:00,1835.38,1835.695,1835.335,1835.585,0.0,-1.0,MyStrategy,1123,738180.0708333333,Broker,1123,10000.0,10000.0,BuySell,1123,,,Trades - Net Profit/Loss,1123,,
1124,,1124,2022-01-25 01:43:00,1835.585,1836.96,1835.555,1836.87,0.0,-1.0,MyStrategy,1124,738180.0715277778,Broker,1124,10000.0,10000.0,BuySell,1124,,,Trades - Net Profit/Loss,1124,,
1125,,1125,2022-01-25 01:44:00,1836.87,1837.33,1836.8,1837.325,0.0,-1.0,MyStrategy,1125,738180.0722222222,Broker,1125,10000.0,10000.0,BuySell,1125,,,Trades - Net Profit/Loss,1125,,
1126,,1126,2022-01-25 01:45:00,1837.325,1838.19,1837.31,1838.125,0.0,-1.0,MyStrategy,1126,738180.0729166666,Broker,1126,10000.0,10000.0,BuySell,1126,,,Trades - Net Profit/Loss,1126,,
1127,,1127,2022-01-25 01:46:00,1838.125,1838.145,1837.58,1837.58,0.0,-1.0,MyStrategy,1127,738180.0736111111,Broker,1127,10000.0,10000.0,BuySell,1127,,,Trades - Net Profit/Loss,1127,,
1128,,1128,2022-01-25 01:47:00,1837.58,1837.975,1837.31,1837.64,0.0,-1.0,MyStrategy,1128,738180.0743055556,Broker,1128,10000.0,10000.0,BuySell,1128,,,Trades - Net Profit/Loss,1128,,
1129,,1129,2022-01-25 01:48:00,1837.64,1837.865,1837.57,1837.855,0.0,-1.0,MyStrategy,1129,738180.075,Broker,1129,10000.0,10000.0,BuySell,1129,,,Trades - Net Profit/Loss,1129,,
1130,,1130,2022-01-25 01:49:00,1837.855,1837.87,1837.39,1837.495,0.0,-1.0,MyStrategy,1130,738180.0756944445,Broker,1130,10000.0,10000.0,BuySell,1130,,,Trades - Net Profit/Loss,1130,,
1131,,1131,2022-01-25 01:50:00,1837.495,1837.495,1836.99,1837.155,0.0,-1.0,MyStrategy,1131,738180.0763888889,Broker,1131,10000.0,10000.0,BuySell,1131,,,Trades - Net Profit/Loss,1131,,
1132,,1132,2022-01-25 01:51:00,1837.155,1837.47,1836.905,1837.265,0.0,-1.0,MyStrategy,1132,738180.0770833333,Broker,1132,10000.0,10000.0,BuySell,1132,,,Trades - Net Profit/Loss,1132,,
1133,,1133,2022-01-25 01:52:00,1837.265,1837.54,1836.985,1837.245,0.0,-1.0,MyStrategy,1133,738180.0777777778,Broker,1133,10000.0,10000.0,BuySell,1133,,,Trades - Net Profit/Loss,1133,,
1134,,1134,2022-01-25 01:53:00,1837.245,1837.725,1836.955,1837.725,0.0,-1.0,MyStrategy,1134,738180.0784722222,Broker,1134,10000.0,10000.0,BuySell,1134,,,Trades - Net Profit/Loss,1134,,
1135,,1135,2022-01-25 01:54:00,1837.725,1838.1,1837.71,1837.94,0.0,-1.0,MyStrategy,1135,738180.0791666667,Broker,1135,10000.0,10000.0,BuySell,1135,,,Trades - Net Profit/Loss,1135,,
1136,,1136,2022-01-25 01:55:00,1837.94,1838.085,1837.87,1837.955,0.0,-1.0,MyStrategy,1136,738180.0798611111,Broker,1136,10000.0,10000.0,BuySell,1136,,,Trades - Net Profit/Loss,1136,,
1137,,1137,2022-01-25 01:56:00,1837.955,1838.455,1837.93,1838.355,0.0,-1.0,MyStrategy,1137,738180.0805555555,Broker,1137,10000.0,10000.0,BuySell,1137,,,Trades - Net Profit/Loss,1137,,
1138,,1138,2022-01-25 01:57:00,1838.355,1838.425,1838.025,1838.025,0.0,-1.0,MyStrategy,1138,738180.08125,Broker,1138,10000.0,10000.0,BuySell,1138,,,Trades - Net Profit/Loss,1138,,
1139,,1139,2022-01-25 01:58:00,1838.025,1838.455,1837.85,1838.15,0.0,-1.0,MyStrategy,1139,738180.0819444444,Broker,1139,10000.0,10000.0,BuySell,1139,,,Trades - Net Profit/Loss,1139,,
1140,,1140,2022-01-25 01:59:00,1838.15,1838.7,1838.135,1838.545,0.0,-1.0,MyStrategy,1140,738180.0826388889,Broker,1140,10000.0,10000.0,BuySell,1140,,,Trades - Net Profit/Loss,1140,,
1141,,1141,2022-01-25 02:00:00,1838.545,1838.855,1838.085,1838.245,0.0,-1.0,MyStrategy,1141,738180.0833333334,Broker,1141,10000.0,10000.0,BuySell,1141,,,Trades - Net Profit/Loss,1141,,
1142,,1142,2022-01-25 02:01:00,1838.245,1838.495,1837.76,1837.945,0.0,-1.0,MyStrategy,1142,738180.0840277778,Broker,1142,10000.0,10000.0,BuySell,1142,,,Trades - Net Profit/Loss,1142,,
