===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MyStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
286,,286,2022-01-24 11:45:00,1836.09,1836.44,1836.085,1836.44,0.0,-1.0,MyStrategy,286,738179.4895833334,Broker,286,10000.0,10000.0,BuySell,286,,,Trades - Net Profit/Loss,286,,
287,,287,2022-01-24 11:46:00,1836.44,1836.6,1836.42,1836.59,0.0,-1.0,MyStrategy,287,738179.4902777778,Broker,287,10000.0,10000.0,BuySell,287,,,Trades - Net Profit/Loss,287,,
288,,288,2022-01-24 11:47:00,1836.59,1836.6,1836.415,1836.415,0.0,-1.0,MyStrategy,288,738179.4909722222,Broker,288,10000.0,10000.0,BuySell,288,,,Trades - Net Profit/Loss,288,,
289,,289,2022-01-24 11:48:00,1836.415,1836.82,1836.41,1836.8,0.0,-1.0,MyStrategy,289,738179.4916666667,Broker,289,10000.0,10000.0,BuySell,289,,,Trades - Net Profit/Loss,289,,
290,,290,2022-01-24 11:49:00,1836.8,1836.9,1836.755,1836.895,0.0,-1.0,MyStrategy,290,738179.4923611111,Broker,290,10000.0,10000.0,BuySell,290,,,Trades - Net Profit/Loss,290,,
291,,291,2022-01-24 11:50:00,1836.895,1836.965,1836.735,1836.965,0.0,-1.0,MyStrategy,291,738179.4930555555,Broker,291,10000.0,10000.0,BuySell,291,,,Trades - Net Profit/Loss,291,,
292,,292,2022-01-24 11:51:00,1836.965,1837.055,1836.96,1836.98,0.0,-1.0,MyStrategy,292,738179.49375,Broker,292,10000.0,10000.0,BuySell,292,,,Trades - Net Profit/Loss,292,,
293,,293,2022-01-24 11:52:00,1836.98,1837.07,1836.895,1837.07,0.0,-1.0,MyStrategy,293,738179.4944444444,Broker,293,10000.0,10000.0,BuySell,293,,,Trades - Net Profit/Loss,293,,
294,,294,2022-01-24 11:53:00,1837.07,1837.13,1837.02,1837.03,0.0,-1.0,MyStrategy,294,738179.495138889,Broker,294,10000.0,10000.0,BuySell,294,,,Trades - Net Profit/Loss,294,,
295,,295,2022-01-24 11:54:00,1837.03,1837.05,1836.81,1836.85,0.0,-1.0,MyStrategy,295,738179.4958333333,Broker,295,10000.0,10000.0,BuySell,295,,,Trades - Net Profit/Loss,295,,
296,,296,2022-01-24 11:55:00,1836.85,1836.93,1836.85,1836.905,0.0,-1.0,MyStrategy,296,738179.4965277778,Broker,296,10000.0,10000.0,BuySell,296,,,Trades - Net Profit/Loss,296,,
297,,297,2022-01-24 11:56:00,1836.905,1836.905,1836.775,1836.79,0.0,-1.0,MyStrategy,297,738179.4972222223,Broker,297,10000.0,10000.0,BuySell,297,,,Trades - Net Profit/Loss,297,,
298,,298,2022-01-24 11:57:00,1836.79,1836.855,1836.77,1836.77,0.0,-1.0,MyStrategy,298,738179.4979166667,Broker,298,10000.0,10000.0,BuySell,298,,,Trades - Net Profit/Loss,298,,
299,,299,2022-01-24 11:58:00,1836.77,1836.79,1836.675,1836.675,0.0,-1.0,MyStrategy,299,738179.4986111111,Broker,299,10000.0,10000.0,BuySell,299,,,Trades - Net Profit/Loss,299,,
300,,300,2022-01-24 11:59:00,1836.675,1836.685,1836.575,1836.6,0.0,-1.0,MyStrategy,300,738179.4993055556,Broker,300,10000.0,10000.0,BuySell,300,,,Trades - Net Profit/Loss,300,,
301,,301,2022-01-24 12:00:00,1836.6,1836.72,1836.48,1836.56,0.0,-1.0,MyStrategy,301,738179.5,Broker,301,10000.0,10000.0,BuySell,301,,,Trades - Net Profit/Loss,301,,
302,,302,2022-01-24 12:01:00,1836.56,1836.63,1836.295,1836.325,0.0,-1.0,MyStrategy,302,738179.5006944444,Broker,302,10000.0,10000.0,BuySell,302,,,Trades - Net Profit/Loss,302,,
303,,303,2022-01-24 12:02:00,1836.325,1836.49,1836.32,1836.435,0.0,-1.0,MyStrategy,303,738179.5013888889,Broker,303,10000.0,10000.0,BuySell,303,,,Trades - Net Profit/Loss,303,,
304,,304,2022-01-24 12:03:00,1836.435,1836.53,1836.43,1836.49,0.0,-1.0,MyStrategy,304,738179.5020833333,Broker,304,10000.0,10000.0,BuySell,304,,,Trades - Net Profit/Loss,304,,
305,,305,2022-01-24 12:04:00,1836.49,1836.695,1836.49,1836.685,0.0,-1.0,MyStrategy,305,738179.5027777777,Broker,305,10000.0,10000.0,BuySell,305,,,Trades - Net Profit/Loss,305,,
306,,306,2022-01-24 12:05:00,1836.685,1836.815,1836.675,1836.735,0.0,-1.0,MyStrategy,306,738179.5034722222,Broker,306,10000.0,10000.0,BuySell,306,,,Trades - Net Profit/Loss,306,,
307,,307,2022-01-24 12:06:00,1836.735,1836.83,1836.735,1836.82,0.0,-1.0,MyStrategy,307,738179.5041666667,Broker,307,10000.0,10000.0,BuySell,307,,,Trades - Net Profit/Loss,307,,
308,,308,2022-01-24 12:07:00,1836.82,1836.835,1836.79,1836.835,0.0,-1.0,MyStrategy,308,738179.504861111,Broker,308,10000.0,10000.0,BuySell,308,,,Trades - Net Profit/Loss,308,,
309,,309,2022-01-24 12:08:00,1836.835,1836.9,1836.765,1836.775,0.0,-1.0,MyStrategy,309,738179.5055555556,Broker,309,10000.0,10000.0,BuySell,309,,,Trades - Net Profit/Loss,309,,
310,,310,2022-01-24 12:09:00,1836.775,1836.83,1836.75,1836.79,0.0,-1.0,MyStrategy,310,738179.50625,Broker,310,10000.0,10000.0,BuySell,310,,,Trades - Net Profit/Loss,310,,
311,,311,2022-01-24 12:10:00,1836.79,1836.925,1836.755,1836.915,0.0,-1.0,MyStrategy,311,738179.5069444445,Broker,311,10000.0,10000.0,BuySell,311,,,Trades - Net Profit/Loss,311,,
312,,312,2022-01-24 12:11:00,1836.915,1836.99,1836.915,1836.95,0.0,-1.0,MyStrategy,312,738179.5076388889,Broker,312,10000.0,10000.0,BuySell,312,,,Trades - Net Profit/Loss,312,,
313,,313,2022-01-24 12:12:00,1836.95,1837.085,1836.945,1837.025,0.0,-1.0,MyStrategy,313,738179.5083333333,Broker,313,10000.0,10000.0,BuySell,313,,,Trades - Net Profit/Loss,313,,
314,,314,2022-01-24 12:13:00,1837.025,1837.075,1836.905,1836.925,0.0,-1.0,MyStrategy,314,738179.5090277778,Broker,314,10000.0,10000.0,BuySell,314,,,Trades - Net Profit/Loss,314,,
315,,315,2022-01-24 12:14:00,1836.925,1836.93,1836.865,1836.9,0.0,-1.0,MyStrategy,315,738179.5097222222,Broker,315,10000.0,10000.0,BuySell,315,,,Trades - Net Profit/Loss,315,,
316,,316,2022-01-24 12:15:00,1836.9,1836.91,1836.785,1836.8,0.0,-1.0,MyStrategy,316,738179.5104166666,Broker,316,10000.0,10000.0,BuySell,316,,,Trades - Net Profit/Loss,316,,
317,,317,2022-01-24 12:16:00,1836.8,1836.885,1836.79,1836.83,0.0,-1.0,MyStrategy,317,738179.5111111111,Broker,317,10000.0,10000.0,BuySell,317,,,Trades - Net Profit/Loss,317,,
318,,318,2022-01-24 12:17:00,1836.83,1836.91,1836.83,1836.885,0.0,-1.0,MyStrategy,318,738179.5118055556,Broker,318,10000.0,10000.0,BuySell,318,,,Trades - Net Profit/Loss,318,,
319,,319,2022-01-24 12:18:00,1836.885,1836.91,1836.885,1836.91,0.0,-1.0,MyStrategy,319,738179.5125,Broker,319,10000.0,10000.0,BuySell,319,,,Trades - Net Profit/Loss,319,,
320,,320,2022-01-24 12:19:00,1836.91,1836.91,1836.825,1836.91,0.0,-1.0,MyStrategy,320,738179.5131944445,Broker,320,10000.0,10000.0,BuySell,320,,,Trades - Net Profit/Loss,320,,
321,,321,2022-01-24 12:20:00,1836.91,1836.955,1836.895,1836.92,0.0,-1.0,MyStrategy,321,738179.5138888889,Broker,321,10000.0,10000.0,BuySell,321,,,Trades - Net Profit/Loss,321,,
322,,322,2022-01-24 12:21:00,1836.92,1837.29,1836.92,1837.285,0.0,-1.0,MyStrategy,322,738179.5145833333,Broker,322,10000.0,10000.0,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2022-01-24 12:22:00,1837.285,1837.29,1837.225,1837.285,0.0,-1.0,MyStrategy,323,738179.5152777778,Broker,323,10000.0,10000.0,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2022-01-24 12:23:00,1837.285,1837.285,1837.115,1837.15,0.0,-1.0,MyStrategy,324,738179.5159722222,Broker,324,10000.0,10000.0,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2022-01-24 12:24:00,1837.15,1837.335,1837.1,1837.29,0.0,-1.0,MyStrategy,325,738179.5166666667,Broker,325,10000.0,10000.0,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2022-01-24 12:25:00,1837.29,1837.305,1837.225,1837.255,0.0,-1.0,MyStrategy,326,738179.5173611111,Broker,326,10000.0,10000.0,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2022-01-24 12:26:00,1837.255,1837.315,1837.23,1837.255,0.0,-1.0,MyStrategy,327,738179.5180555555,Broker,327,10000.0,10000.0,BuySell,327,,,Trades - Net Profit/Loss,327,,
328,,328,2022-01-24 12:27:00,1837.255,1837.37,1837.255,1837.34,0.0,-1.0,MyStrategy,328,738179.51875,Broker,328,10000.0,10000.0,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2022-01-24 12:28:00,1837.34,1837.495,1837.34,1837.435,0.0,-1.0,MyStrategy,329,738179.5194444444,Broker,329,10000.0,10000.0,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2022-01-24 12:29:00,1837.435,1837.465,1837.235,1837.245,0.0,-1.0,MyStrategy,330,738179.5201388889,Broker,330,10000.0,10000.0,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2022-01-24 12:30:00,1837.245,1837.25,1837.12,1837.13,0.0,-1.0,MyStrategy,331,738179.5208333334,Broker,331,10000.0,10000.0,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2022-01-24 12:31:00,1837.13,1837.325,1837.11,1837.32,0.0,-1.0,MyStrategy,332,738179.5215277778,Broker,332,10000.0,10000.0,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2022-01-24 12:32:00,1837.32,1837.36,1837.275,1837.355,0.0,-1.0,MyStrategy,333,738179.5222222222,Broker,333,10000.0,10000.0,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2022-01-24 12:33:00,1837.355,1837.355,1837.315,1837.325,0.0,-1.0,MyStrategy,334,738179.5229166667,Broker,334,10000.0,10000.0,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2022-01-24 12:34:00,1837.325,1837.505,1837.32,1837.5,0.0,-1.0,MyStrategy,335,738179.5236111111,Broker,335,10000.0,10000.0,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2022-01-24 12:35:00,1837.5,1837.5,1837.34,1837.34,0.0,-1.0,MyStrategy,336,738179.5243055555,Broker,336,10000.0,10000.0,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2022-01-24 12:36:00,1837.34,1837.43,1837.33,1837.415,0.0,-1.0,MyStrategy,337,738179.525,Broker,337,10000.0,10000.0,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2022-01-24 12:37:00,1837.415,1837.535,1837.415,1837.51,0.0,-1.0,MyStrategy,338,738179.5256944444,Broker,338,10000.0,10000.0,BuySell,338,,,Trades - Net Profit/Loss,338,,
339,,339,2022-01-24 12:38:00,1837.51,1837.545,1837.495,1837.5,0.0,-1.0,MyStrategy,339,738179.526388889,Broker,339,10000.0,10000.0,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2022-01-24 12:39:00,1837.5,1837.625,1837.485,1837.51,0.0,-1.0,MyStrategy,340,738179.5270833333,Broker,340,10000.0,10000.0,BuySell,340,,,Trades - Net Profit/Loss,340,,
341,,341,2022-01-24 12:40:00,1837.51,1837.53,1837.415,1837.515,0.0,-1.0,MyStrategy,341,738179.5277777778,Broker,341,10000.0,10000.0,BuySell,341,,,Trades - Net Profit/Loss,341,,
342,,342,2022-01-24 12:41:00,1837.515,1837.605,1837.515,1837.6,0.0,-1.0,MyStrategy,342,738179.5284722223,Broker,342,10000.0,10000.0,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2022-01-24 12:42:00,1837.6,1837.61,1837.49,1837.49,0.0,-1.0,MyStrategy,343,738179.5291666667,Broker,343,10000.0,10000.0,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2022-01-24 12:43:00,1837.49,1837.535,1837.49,1837.495,0.0,-1.0,MyStrategy,344,738179.5298611111,Broker,344,10000.0,10000.0,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2022-01-24 12:44:00,1837.495,1837.54,1837.39,1837.405,0.0,-1.0,MyStrategy,345,738179.5305555556,Broker,345,10000.0,10000.0,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2022-01-24 12:45:00,1837.405,1837.405,1837.3,1837.305,0.0,-1.0,MyStrategy,346,738179.53125,Broker,346,10000.0,10000.0,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,,347,2022-01-24 12:46:00,1837.305,1837.49,1837.29,1837.48,0.0,-1.0,MyStrategy,347,738179.5319444444,Broker,347,10000.0,10000.0,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,,348,2022-01-24 12:47:00,1837.48,1837.495,1837.405,1837.43,0.0,-1.0,MyStrategy,348,738179.5326388889,Broker,348,10000.0,10000.0,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,,349,2022-01-24 12:48:00,1837.43,1837.43,1837.395,1837.4,0.0,-1.0,MyStrategy,349,738179.5333333333,Broker,349,10000.0,10000.0,BuySell,349,,,Trades - Net Profit/Loss,349,,
350,,350,2022-01-24 12:49:00,1837.4,1837.5,1837.4,1837.5,0.0,-1.0,MyStrategy,350,738179.5340277777,Broker,350,10000.0,10000.0,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,,351,2022-01-24 12:50:00,1837.5,1837.5,1837.395,1837.5,0.0,-1.0,MyStrategy,351,738179.5347222222,Broker,351,10000.0,10000.0,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,,352,2022-01-24 12:51:00,1837.5,1837.54,1837.485,1837.495,0.0,-1.0,MyStrategy,352,738179.5354166667,Broker,352,10000.0,10000.0,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,,353,2022-01-24 12:52:00,1837.495,1837.55,1837.495,1837.55,0.0,-1.0,MyStrategy,353,738179.536111111,Broker,353,10000.0,10000.0,BuySell,353,,,Trades - Net Profit/Loss,353,,
354,,354,2022-01-24 12:53:00,1837.55,1837.665,1837.55,1837.605,0.0,-1.0,MyStrategy,354,738179.5368055556,Broker,354,10000.0,10000.0,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,,355,2022-01-24 12:54:00,1837.605,1837.885,1837.6,1837.835,0.0,-1.0,MyStrategy,355,738179.5375,Broker,355,10000.0,10000.0,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,,356,2022-01-24 12:55:00,1837.835,1837.895,1837.815,1837.895,0.0,-1.0,MyStrategy,356,738179.5381944445,Broker,356,10000.0,10000.0,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,,357,2022-01-24 12:56:00,1837.895,1837.895,1837.745,1837.79,0.0,-1.0,MyStrategy,357,738179.5388888889,Broker,357,10000.0,10000.0,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2022-01-24 12:57:00,1837.79,1838.045,1837.79,1838.02,0.0,-1.0,MyStrategy,358,738179.5395833333,Broker,358,10000.0,10000.0,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2022-01-24 12:58:00,1838.02,1838.045,1837.78,1837.795,0.0,-1.0,MyStrategy,359,738179.5402777778,Broker,359,10000.0,10000.0,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2022-01-24 12:59:00,1837.795,1838.005,1837.795,1837.985,0.0,-1.0,MyStrategy,360,738179.5409722222,Broker,360,10000.0,10000.0,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2022-01-24 13:00:00,1837.985,1838.26,1837.975,1838.155,0.0,-1.0,MyStrategy,361,738179.5416666666,Broker,361,10000.0,10000.0,BuySell,361,,,Trades - Net Profit/Loss,361,,
362,,362,2022-01-24 13:01:00,1838.155,1838.495,1838.15,1838.41,0.0,-1.0,MyStrategy,362,738179.5423611111,Broker,362,10000.0,10000.0,BuySell,362,,,Trades - Net Profit/Loss,362,,
363,,363,2022-01-24 13:02:00,1838.41,1838.475,1838.14,1838.175,0.0,-1.0,MyStrategy,363,738179.5430555556,Broker,363,10000.0,10000.0,BuySell,363,,,Trades - Net Profit/Loss,363,,
364,,364,2022-01-24 13:03:00,1838.175,1838.205,1837.86,1838.0,0.0,-1.0,MyStrategy,364,738179.54375,Broker,364,10000.0,10000.0,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2022-01-24 13:04:00,1838.0,1838.27,1837.965,1838.265,0.0,-1.0,MyStrategy,365,738179.5444444445,Broker,365,10000.0,10000.0,BuySell,365,,,Trades - Net Profit/Loss,365,,
366,,366,2022-01-24 13:05:00,1838.265,1838.265,1838.1,1838.11,0.0,-1.0,MyStrategy,366,738179.5451388889,Broker,366,10000.0,10000.0,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2022-01-24 13:06:00,1838.11,1838.16,1837.785,1837.795,0.0,-1.0,MyStrategy,367,738179.5458333333,Broker,367,10000.0,10000.0,BuySell,367,,,Trades - Net Profit/Loss,367,,
368,,368,2022-01-24 13:07:00,1837.795,1837.97,1837.745,1837.96,0.0,-1.0,MyStrategy,368,738179.5465277778,Broker,368,10000.0,10000.0,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2022-01-24 13:08:00,1837.96,1837.985,1837.83,1837.96,0.0,-1.0,MyStrategy,369,738179.5472222222,Broker,369,10000.0,10000.0,BuySell,369,,,Trades - Net Profit/Loss,369,,
370,,370,2022-01-24 13:09:00,1837.96,1838.045,1837.88,1837.96,0.0,-1.0,MyStrategy,370,738179.5479166667,Broker,370,10000.0,10000.0,BuySell,370,,,Trades - Net Profit/Loss,370,,
371,,371,2022-01-24 13:10:00,1837.96,1838.045,1837.935,1837.985,0.0,-1.0,MyStrategy,371,738179.5486111111,Broker,371,10000.0,10000.0,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2022-01-24 13:11:00,1837.985,1838.045,1837.93,1837.985,0.0,-1.0,MyStrategy,372,738179.5493055555,Broker,372,10000.0,10000.0,BuySell,372,,,Trades - Net Profit/Loss,372,,
373,,373,2022-01-24 13:12:00,1837.985,1838.055,1837.94,1837.96,0.0,-1.0,MyStrategy,373,738179.55,Broker,373,10000.0,10000.0,BuySell,373,,,Trades - Net Profit/Loss,373,,
374,,374,2022-01-24 13:13:00,1837.96,1837.96,1837.39,1837.41,0.0,-1.0,MyStrategy,374,738179.5506944444,Broker,374,10000.0,10000.0,BuySell,374,,,Trades - Net Profit/Loss,374,,
375,,375,2022-01-24 13:14:00,1837.41,1837.41,1837.305,1837.305,0.0,-1.0,MyStrategy,375,738179.5513888889,Broker,375,10000.0,10000.0,BuySell,375,,,Trades - Net Profit/Loss,375,,
376,,376,2022-01-24 13:15:00,1837.305,1837.31,1836.99,1837.07,0.0,-1.0,MyStrategy,376,738179.5520833334,Broker,376,10000.0,10000.0,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2022-01-24 13:16:00,1837.07,1837.08,1836.96,1836.965,0.0,-1.0,MyStrategy,377,738179.5527777778,Broker,377,10000.0,10000.0,BuySell,377,,,Trades - Net Profit/Loss,377,,
378,,378,2022-01-24 13:17:00,1836.965,1837.195,1836.965,1837.18,0.0,-1.0,MyStrategy,378,738179.5534722222,Broker,378,10000.0,10000.0,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2022-01-24 13:18:00,1837.18,1837.195,1837.09,1837.175,0.0,-1.0,MyStrategy,379,738179.5541666667,Broker,379,10000.0,10000.0,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2022-01-24 13:19:00,1837.175,1837.385,1837.17,1837.37,0.0,-1.0,MyStrategy,380,738179.5548611111,Broker,380,10000.0,10000.0,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2022-01-24 13:20:00,1837.37,1837.41,1837.155,1837.255,0.0,-1.0,MyStrategy,381,738179.5555555555,Broker,381,10000.0,10000.0,BuySell,381,,,Trades - Net Profit/Loss,381,,
382,,382,2022-01-24 13:21:00,1837.255,1837.43,1837.125,1837.16,0.0,-1.0,MyStrategy,382,738179.55625,Broker,382,10000.0,10000.0,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2022-01-24 13:22:00,1837.16,1837.185,1836.865,1837.17,0.0,-1.0,MyStrategy,383,738179.5569444444,Broker,383,10000.0,10000.0,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2022-01-24 13:23:00,1837.17,1837.22,1837.075,1837.155,0.0,-1.0,MyStrategy,384,738179.557638889,Broker,384,10000.0,10000.0,BuySell,384,,,Trades - Net Profit/Loss,384,,
385,,385,2022-01-24 13:24:00,1837.155,1837.19,1837.15,1837.19,0.0,-1.0,MyStrategy,385,738179.5583333333,Broker,385,10000.0,10000.0,BuySell,385,,,Trades - Net Profit/Loss,385,,
386,,386,2022-01-24 13:25:00,1837.19,1837.25,1836.995,1837.06,0.0,-1.0,MyStrategy,386,738179.5590277778,Broker,386,10000.0,10000.0,BuySell,386,,,Trades - Net Profit/Loss,386,,
387,,387,2022-01-24 13:26:00,1837.06,1837.1,1836.995,1837.05,0.0,-1.0,MyStrategy,387,738179.5597222223,Broker,387,10000.0,10000.0,BuySell,387,,,Trades - Net Profit/Loss,387,,
388,,388,2022-01-24 13:27:00,1837.05,1837.33,1837.05,1837.185,0.0,-1.0,MyStrategy,388,738179.5604166667,Broker,388,10000.0,10000.0,BuySell,388,,,Trades - Net Profit/Loss,388,,
389,,389,2022-01-24 13:28:00,1837.185,1837.335,1837.185,1837.235,0.0,-1.0,MyStrategy,389,738179.5611111111,Broker,389,10000.0,10000.0,BuySell,389,,,Trades - Net Profit/Loss,389,,
390,,390,2022-01-24 13:29:00,1837.235,1837.35,1837.01,1837.125,0.0,-1.0,MyStrategy,390,738179.5618055556,Broker,390,10000.0,10000.0,BuySell,390,,,Trades - Net Profit/Loss,390,,
391,,391,2022-01-24 13:30:00,1837.125,1838.15,1837.04,1837.955,0.0,-1.0,MyStrategy,391,738179.5625,Broker,391,10000.0,10000.0,BuySell,391,,,Trades - Net Profit/Loss,391,,
392,,392,2022-01-24 13:31:00,1837.955,1838.07,1837.805,1838.005,0.0,-1.0,MyStrategy,392,738179.5631944444,Broker,392,10000.0,10000.0,BuySell,392,,,Trades - Net Profit/Loss,392,,
393,,393,2022-01-24 13:32:00,1838.005,1838.08,1837.795,1837.915,0.0,-1.0,MyStrategy,393,738179.5638888889,Broker,393,10000.0,10000.0,BuySell,393,,,Trades - Net Profit/Loss,393,,
394,,394,2022-01-24 13:33:00,1837.915,1837.915,1837.67,1837.8,0.0,-1.0,MyStrategy,394,738179.5645833333,Broker,394,10000.0,10000.0,BuySell,394,,,Trades - Net Profit/Loss,394,,
395,,395,2022-01-24 13:34:00,1837.8,1837.87,1837.72,1837.83,0.0,-1.0,MyStrategy,395,738179.5652777777,Broker,395,10000.0,10000.0,BuySell,395,,,Trades - Net Profit/Loss,395,,
396,,396,2022-01-24 13:35:00,1837.83,1838.06,1837.795,1838.01,0.0,-1.0,MyStrategy,396,738179.5659722222,Broker,396,10000.0,10000.0,BuySell,396,,,Trades - Net Profit/Loss,396,,
397,,397,2022-01-24 13:36:00,1838.01,1838.02,1837.62,1837.635,0.0,-1.0,MyStrategy,397,738179.5666666667,Broker,397,10000.0,10000.0,BuySell,397,,,Trades - Net Profit/Loss,397,,
398,,398,2022-01-24 13:37:00,1837.635,1837.78,1836.965,1836.995,0.0,-1.0,MyStrategy,398,738179.567361111,Broker,398,10000.0,10000.0,BuySell,398,,,Trades - Net Profit/Loss,398,,
399,,399,2022-01-24 13:38:00,1836.995,1837.155,1836.985,1837.07,0.0,-1.0,MyStrategy,399,738179.5680555556,Broker,399,10000.0,10000.0,BuySell,399,,,Trades - Net Profit/Loss,399,,
400,,400,2022-01-24 13:39:00,1837.07,1837.365,1837.07,1837.15,0.0,-1.0,MyStrategy,400,738179.56875,Broker,400,10000.0,10000.0,BuySell,400,,,Trades - Net Profit/Loss,400,,
401,,401,2022-01-24 13:40:00,1837.15,1837.475,1837.08,1837.475,0.0,-1.0,MyStrategy,401,738179.5694444445,Broker,401,10000.0,10000.0,BuySell,401,,,Trades - Net Profit/Loss,401,,
402,,402,2022-01-24 13:41:00,1837.475,1837.6,1837.26,1837.3,0.0,-1.0,MyStrategy,402,738179.5701388889,Broker,402,10000.0,10000.0,BuySell,402,,,Trades - Net Profit/Loss,402,,
403,,403,2022-01-24 13:42:00,1837.3,1837.305,1837.16,1837.275,0.0,-1.0,MyStrategy,403,738179.5708333333,Broker,403,10000.0,10000.0,BuySell,403,,,Trades - Net Profit/Loss,403,,
404,,404,2022-01-24 13:43:00,1837.275,1837.695,1837.275,1837.535,0.0,-1.0,MyStrategy,404,738179.5715277778,Broker,404,10000.0,10000.0,BuySell,404,,,Trades - Net Profit/Loss,404,,
405,,405,2022-01-24 13:44:00,1837.535,1837.695,1837.535,1837.635,0.0,-1.0,MyStrategy,405,738179.5722222222,Broker,405,10000.0,10000.0,BuySell,405,,,Trades - Net Profit/Loss,405,,
406,,406,2022-01-24 13:45:00,1837.635,1837.945,1837.595,1837.92,0.0,-1.0,MyStrategy,406,738179.5729166666,Broker,406,10000.0,10000.0,BuySell,406,,,Trades - Net Profit/Loss,406,,
407,,407,2022-01-24 13:46:00,1837.92,1838.08,1837.885,1838.07,0.0,-1.0,MyStrategy,407,738179.5736111111,Broker,407,10000.0,10000.0,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,,408,2022-01-24 13:47:00,1838.07,1838.195,1838.035,1838.175,0.0,-1.0,MyStrategy,408,738179.5743055556,Broker,408,10000.0,10000.0,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,,409,2022-01-24 13:48:00,1838.175,1838.355,1838.07,1838.275,0.0,-1.0,MyStrategy,409,738179.575,Broker,409,10000.0,10000.0,BuySell,409,,,Trades - Net Profit/Loss,409,,
410,,410,2022-01-24 13:49:00,1838.275,1838.465,1838.22,1838.4,0.0,-1.0,MyStrategy,410,738179.5756944445,Broker,410,10000.0,10000.0,BuySell,410,,,Trades - Net Profit/Loss,410,,
411,,411,2022-01-24 13:50:00,1838.4,1838.4,1838.3,1838.4,0.0,-1.0,MyStrategy,411,738179.5763888889,Broker,411,10000.0,10000.0,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,,412,2022-01-24 13:51:00,1838.4,1838.5,1838.305,1838.4,0.0,-1.0,MyStrategy,412,738179.5770833333,Broker,412,10000.0,10000.0,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,,413,2022-01-24 13:52:00,1838.4,1838.48,1838.28,1838.405,0.0,-1.0,MyStrategy,413,738179.5777777778,Broker,413,10000.0,10000.0,BuySell,413,,,Trades - Net Profit/Loss,413,,
414,,414,2022-01-24 13:53:00,1838.405,1838.68,1838.405,1838.68,0.0,-1.0,MyStrategy,414,738179.5784722222,Broker,414,10000.0,10000.0,BuySell,414,,,Trades - Net Profit/Loss,414,,
415,,415,2022-01-24 13:54:00,1838.68,1838.725,1838.47,1838.52,0.0,-1.0,MyStrategy,415,738179.5791666667,Broker,415,10000.0,10000.0,BuySell,415,,,Trades - Net Profit/Loss,415,,
